x,y,z,Bx,By
-0.3750000000000001,0.5249999999999988,0.0,-0.044,0.037
-0.3750000000000001,0.5999999999999988,0.0,-0.052,0.037
-0.3750000000000001,0.6749999999999987,0.0,-0.059,0.037
-0.3750000000000001,0.7499999999999987,0.0,-0.068,0.038
-0.3000000000000001,-0.7500000000000013,0.0,0.095,0.023
-0.3000000000000001,-0.6750000000000014,0.0,0.087,0.023
-0.3000000000000001,-0.6000000000000014,0.0,0.079,0.024
-0.3000000000000001,-0.5250000000000015,0.0,0.07,0.024
-0.3000000000000001,-0.4500000000000014,0.0,0.062,0.024
-0.3000000000000001,-0.3750000000000014,0.0,0.054,0.024
-0.3000000000000001,-0.3000000000000014,0.0,0.046,0.026
-0.3000000000000001,-0.2250000000000014,0.0,0.038,0.026
-0.3000000000000001,-0.1500000000000014,0.0,0.03,0.026
-0.3000000000000001,-0.0750000000000014,0.0,0.021,0.027
-0.3000000000000001,-1.4155343563970746e-15,0.0,0.014,0.027
-0.3000000000000001,0.0749999999999985,0.0,0.004,0.027
-0.3000000000000001,0.1499999999999985,0.0,-0.004,0.027
-0.3000000000000001,0.2249999999999986,0.0,-0.012,0.028
-0.3000000000000001,0.2999999999999986,0.0,-0.021,0.028
-0.3000000000000001,0.3749999999999986,0.0,-0.028,0.028
-0.3000000000000001,0.4499999999999986,0.0,-0.036,0.028
-0.3000000000000001,0.5249999999999986,0.0,-0.044,0.029
-0.3000000000000001,0.5999999999999985,0.0,-0.052,0.029
-0.3000000000000001,0.6749999999999985,0.0,-0.06,0.029
-0.3000000000000001,0.7499999999999984,0.0,-0.068,0.031
-0.2250000000000001,-0.7500000000000016,0.0,0.095,0.016
-0.2250000000000001,-0.6750000000000016,0.0,0.086,0.016
-0.2250000000000001,-0.6000000000000016,0.0,0.079,0.016
-0.2250000000000001,-0.5250000000000017,0.0,0.07,0.017
-0.2250000000000001,-0.4500000000000017,0.0,0.062,0.017
-0.2250000000000001,-0.3750000000000016,0.0,0.054,0.017
-0.2250000000000001,-0.3000000000000016,0.0,0.045,0.018
-0.2250000000000001,-0.2250000000000016,0.0,0.038,0.018
-0.2250000000000001,-0.1500000000000016,0.0,0.029,0.018
-0.2250000000000001,-0.0750000000000016,0.0,0.021,0.019
-0.2250000000000001,-1.637578961322106e-15,0.0,0.013,0.019
-0.2250000000000001,0.0749999999999983,0.0,0.004,0.019
-0.2250000000000001,0.1499999999999983,0.0,-0.004,0.019
-0.2250000000000001,0.2249999999999983,0.0,-0.013,0.021
-0.2250000000000001,0.2999999999999984,0.0,-0.021,0.021
-0.2250000000000001,0.3749999999999984,0.0,-0.028,0.021
-0.2250000000000001,0.4499999999999984,0.0,-0.037,0.021
-0.2250000000000001,0.5249999999999984,0.0,-0.044,0.022
-0.2250000000000001,0.5999999999999983,0.0,-0.053,0.022
-0.2250000000000001,0.6749999999999983,0.0,-0.06,0.022
-0.2250000000000001,0.7499999999999982,0.0,-0.069,0.022
-0.15,-0.7500000000000018,0.0,0.094,0.008
-0.15,-0.6750000000000018,0.0,0.086,0.008
-0.15,-0.6000000000000019,0.0,0.077,0.008
-0.15,-0.5250000000000019,0.0,0.07,0.009
-0.15,-0.4500000000000019,0.0,0.061,0.009
-0.15,-0.3750000000000019,0.0,0.054,0.009
-0.15,-0.3000000000000019,0.0,0.045,0.011
-0.15,-0.2250000000000018,0.0,0.036,0.011
-0.15,-0.1500000000000018,0.0,0.029,0.011
-0.15,-0.0750000000000018,0.0,0.02,0.011
-0.15,-1.859623566247137e-15,0.0,0.013,0.012
-0.15,0.0749999999999981,0.0,0.003,0.012
-0.15,0.1499999999999981,0.0,-0.006,0.012
-0.15,0.2249999999999981,0.0,-0.013,0.012
-0.15,0.2999999999999981,0.0,-0.021,0.013
-0.15,0.3749999999999981,0.0,-0.029,0.013
-0.15,0.4499999999999982,0.0,-0.037,0.013
-0.15,0.5249999999999981,0.0,-0.046,0.013
-0.15,0.5999999999999981,0.0,-0.053,0.014
-0.15,0.674999999999998,0.0,-0.062,0.014
-0.15,0.749999999999998,0.0,-0.069,0.014
-0.075,-0.750000000000002,0.0,0.094,0.001
-0.075,-0.675000000000002,0.0,0.086,0.001
-0.075,-0.6000000000000021,0.0,0.077,0.001
-0.075,-0.5250000000000021,0.0,0.069,0.002
-0.075,-0.4500000000000021,0.0,0.061,0.002
-0.075,-0.3750000000000021,0.0,0.053,0.002
-0.075,-0.3000000000000021,0.0,0.045,0.003
-0.075,-0.2250000000000021,0.0,0.036,0.003
-0.075,-0.150000000000002,0.0,0.029,0.003
-0.075,-0.075000000000002,0.0,0.02,0.004
-0.075,-2.0816681711721685e-15,0.0,0.013,0.004
-0.075,0.0749999999999979,0.0,0.003,0.004
-0.075,0.1499999999999979,0.0,-0.006,0.004
-0.075,0.2249999999999979,0.0,-0.013,0.006
-0.075,0.2999999999999979,0.0,-0.022,0.006
-0.075,0.3749999999999979,0.0,-0.029,0.006
-0.075,0.4499999999999979,0.0,-0.037,0.006
-0.075,0.5249999999999979,0.0,-0.046,0.007
-0.075,0.5999999999999979,0.0,-0.053,0.007
-0.075,0.6749999999999978,0.0,-0.062,0.007
-0.075,0.7499999999999978,0.0,-0.069,0.007
-8.326672684688674e-17,-0.7500000000000022,0.0,0.094,-0.008
-8.326672684688674e-17,-0.6750000000000023,0.0,0.085,-0.007
-8.326672684688674e-17,-0.6000000000000023,0.0,0.077,-0.007
-8.326672684688674e-17,-0.5250000000000024,0.0,0.069,-0.007
-8.326672684688674e-17,-0.4500000000000023,0.0,0.061,-0.005
-8.326672684688674e-17,-0.3750000000000023,0.0,0.053,-0.005
-8.326672684688674e-17,-0.3000000000000023,0.0,0.045,-0.005
-8.326672684688674e-17,-0.2250000000000023,0.0,0.036,-0.005
-8.326672684688674e-17,-0.1500000000000023,0.0,0.028,-0.004
-8.326672684688674e-17,-0.0750000000000023,0.0,0.02,-0.004
-8.326672684688674e-17,-2.3037127760972002e-15,0.0,0.01,-0.004
-8.326672684688674e-17,0.0749999999999977,0.0,0.003,-0.003
-8.326672684688674e-17,0.1499999999999977,0.0,-0.006,-0.003
-8.326672684688674e-17,0.2249999999999977,0.0,-0.013,-0.003
-8.326672684688674e-17,0.2999999999999977,0.0,-0.022,-0.003
-8.326672684688674e-17,0.3749999999999977,0.0,-0.029,-0.002
-8.326672684688674e-17,0.4499999999999977,0.0,-0.038,-0.002
-8.326672684688674e-17,0.5249999999999977,0.0,-0.046,-0.002
-8.326672684688674e-17,0.5999999999999976,0.0,-0.054,-0.002
-8.326672684688674e-17,0.6749999999999976,0.0,-0.062,0.0
-8.326672684688674e-17,0.7499999999999976,0.0,-0.07,0.0
0.0749999999999999,-0.7500000000000024,0.0,0.094,-0.016
0.0749999999999999,-0.6750000000000025,0.0,0.086,-0.016
0.0749999999999999,-0.6000000000000025,0.0,0.077,-0.015
0.0749999999999999,-0.5250000000000026,0.0,0.069,-0.015
0.0749999999999999,-0.4500000000000025,0.0,0.061,-0.015
0.0749999999999999,-0.3750000000000025,0.0,0.053,-0.014
0.0749999999999999,-0.3000000000000025,0.0,0.045,-0.014
0.0749999999999999,-0.2250000000000025,0.0,0.036,-0.014
0.0749999999999999,-0.1500000000000025,0.0,0.028,-0.014
0.0749999999999999,-0.0750000000000025,0.0,0.02,-0.013
0.0749999999999999,-2.525757381022231e-15,0.0,0.01,-0.013
0.0749999999999999,0.0749999999999974,0.0,0.003,-0.013
0.0749999999999999,0.1499999999999974,0.0,-0.006,-0.01
0.0749999999999999,0.2249999999999974,0.0,-0.013,-0.01
0.0749999999999999,0.2999999999999975,0.0,-0.022,-0.01
0.0749999999999999,0.3749999999999975,0.0,-0.029,-0.01
0.0749999999999999,0.4499999999999975,0.0,-0.038,-0.009
0.0749999999999999,0.5249999999999975,0.0,-0.046,-0.009
0.0749999999999999,0.5999999999999974,0.0,-0.054,-0.009
0.0749999999999999,0.6749999999999974,0.0,-0.062,-0.009
0.0749999999999999,0.7499999999999973,0.0,-0.07,-0.008
0.1499999999999999,-0.7500000000000027,0.0,0.094,-0.025
0.1499999999999999,-0.6750000000000027,0.0,0.086,-0.024
0.1499999999999999,-0.6000000000000028,0.0,0.077,-0.024
0.1499999999999999,-0.5250000000000028,0.0,0.07,-0.024
0.1499999999999999,-0.4500000000000028,0.0,0.061,-0.023
0.1499999999999999,-0.3750000000000028,0.0,0.054,-0.023
0.1499999999999999,-0.3000000000000027,0.0,0.045,-0.023
0.1499999999999999,-0.2250000000000027,0.0,0.036,-0.021
0.1499999999999999,-0.1500000000000027,0.0,0.029,-0.021
0.1499999999999999,-0.0750000000000027,0.0,0.02,-0.021
0.1499999999999999,-2.7478019859472624e-15,0.0,0.013,-0.021
0.1499999999999999,0.0749999999999972,0.0,0.003,-0.02
0.1499999999999999,0.1499999999999972,0.0,-0.004,-0.02
0.1499999999999999,0.2249999999999972,0.0,-0.013,-0.02
0.1499999999999999,0.2999999999999972,0.0,-0.021,-0.02
0.1499999999999999,0.3749999999999973,0.0,-0.029,-0.019
0.1499999999999999,0.4499999999999973,0.0,-0.037,-0.019
0.1499999999999999,0.5249999999999972,0.0,-0.046,-0.019
0.1499999999999999,0.5999999999999972,0.0,-0.053,-0.019
0.1499999999999999,0.6749999999999972,0.0,-0.062,-0.018
0.1499999999999999,0.7499999999999971,0.0,-0.069,-0.018
0.2249999999999999,-0.7500000000000029,0.0,0.095,-0.034
0.2249999999999999,-0.6750000000000029,0.0,0.086,-0.033
0.2249999999999999,-0.600000000000003,0.0,0.079,-0.033
0.2249999999999999,-0.525000000000003,0.0,0.07,-0.033
0.2249999999999999,-0.450000000000003,0.0,0.061,-0.031
0.2249999999999999,-0.375000000000003,0.0,0.054,-0.031
0.2249999999999999,-0.300000000000003,0.0,0.045,-0.031
0.2249999999999999,-0.2250000000000029,0.0,0.038,-0.03
0.2249999999999999,-0.1500000000000029,0.0,0.029,-0.03
0.2249999999999999,-0.0750000000000029,0.0,0.021,-0.03
0.2249999999999999,-2.9698465908722937e-15,0.0,0.013,-0.029
0.2249999999999999,0.074999999999997,0.0,0.004,-0.029
0.2249999999999999,0.149999999999997,0.0,-0.004,-0.029
0.2249999999999999,0.224999999999997,0.0,-0.012,-0.029
0.2249999999999999,0.299999999999997,0.0,-0.021,-0.028
0.2249999999999999,0.374999999999997,0.0,-0.028,-0.028
0.2249999999999999,0.449999999999997,0.0,-0.037,-0.028
0.2249999999999999,0.524999999999997,0.0,-0.044,-0.028
0.2249999999999999,0.599999999999997,0.0,-0.053,-0.026
0.2249999999999999,0.6749999999999969,0.0,-0.06,-0.026
0.2249999999999999,0.7499999999999969,0.0,-0.069,-0.026
0.2999999999999999,-0.7500000000000031,0.0,0.095,-0.041
0.2999999999999999,-0.6750000000000032,0.0,0.087,-0.041
0.2999999999999999,-0.6000000000000032,0.0,0.079,-0.041
0.2999999999999999,-0.5250000000000032,0.0,0.07,-0.04
0.2999999999999999,-0.4500000000000032,0.0,0.062,-0.04
0.2999999999999999,-0.3750000000000032,0.0,0.054,-0.04
0.2999999999999999,-0.3000000000000032,0.0,0.046,-0.039
0.2999999999999999,-0.2250000000000032,0.0,0.038,-0.039
0.2999999999999999,-0.1500000000000032,0.0,0.03,-0.039
0.2999999999999999,-0.0750000000000031,0.0,0.021,-0.039
0.2999999999999999,-3.191891195797325e-15,0.0,0.014,-0.038
0.2999999999999999,0.0749999999999968,0.0,0.004,-0.038
0.2999999999999999,0.1499999999999968,0.0,-0.004,-0.038
0.2999999999999999,0.2249999999999968,0.0,-0.012,-0.038
0.2999999999999999,0.2999999999999968,0.0,-0.019,-0.036
0.2999999999999999,0.3749999999999968,0.0,-0.028,-0.036
0.2999999999999999,0.4499999999999968,0.0,-0.036,-0.036
0.2999999999999999,0.5249999999999968,0.0,-0.044,-0.036
0.2999999999999999,0.5999999999999968,0.0,-0.052,-0.035
0.2999999999999999,0.6749999999999967,0.0,-0.06,-0.035
0.2999999999999999,0.7499999999999967,0.0,-0.068,-0.035
0.3749999999999999,-0.7500000000000033,0.0,0.096,-0.05
0.3749999999999999,-0.6750000000000034,0.0,0.087,-0.05
0.3749999999999999,-0.6000000000000034,0.0,0.08,-0.049
0.3749999999999999,-0.5250000000000035,0.0,0.071,-0.049
0.3749999999999999,-0.4500000000000034,0.0,0.064,-0.049
0.3749999999999999,-0.3750000000000034,0.0,0.055,-0.048
0.3749999999999999,-0.3000000000000034,0.0,0.048,-0.048
0.3749999999999999,-0.2250000000000034,0.0,0.039,-0.048
0.3749999999999999,-0.1500000000000034,0.0,0.03,-0.046
0.3749999999999999,-0.0750000000000034,0.0,0.023,-0.046
0.3749999999999999,-3.4139358007223564e-15,0.0,0.014,-0.046
0.3749999999999999,0.0749999999999965,0.0,0.005,-0.046
0.3749999999999999,0.1499999999999965,0.0,-0.003,-0.045
0.3749999999999999,0.2249999999999966,0.0,-0.011,-0.045
0.3749999999999999,0.2999999999999966,0.0,-0.019,-0.045
0.3749999999999999,0.3749999999999966,0.0,-0.027,-0.045
0.3749999999999999,0.4499999999999966,0.0,-0.036,-0.044
0.3749999999999999,0.5249999999999966,0.0,-0.043,-0.044
0.3749999999999999,0.5999999999999965,0.0,-0.052,-0.044
0.3749999999999999,0.6749999999999965,0.0,-0.059,-0.044
0.3749999999999999,0.7499999999999964,0.0,-0.068,-0.043
0.4499999999999999,-0.7500000000000036,0.0,0.097,-0.057
0.4499999999999999,-0.6750000000000036,0.0,0.089,-0.057
0.4499999999999999,-0.6000000000000036,0.0,0.081,-0.056
0.4499999999999999,-0.5250000000000037,0.0,0.072,-0.056
0.4499999999999999,-0.4500000000000037,0.0,0.065,-0.056
0.4499999999999999,-0.3750000000000036,0.0,0.056,-0.056
0.4499999999999999,-0.3000000000000036,0.0,0.048,-0.055
0.4499999999999999,-0.2250000000000036,0.0,0.04,-0.055
0.4499999999999999,-0.1500000000000036,0.0,0.031,-0.055
0.4499999999999999,-0.0750000000000036,0.0,0.024,-0.054
0.4499999999999999,-3.635980405647388e-15,0.0,0.015,-0.054
0.4499999999999999,0.0749999999999963,0.0,0.007,-0.054
0.4499999999999999,0.1499999999999963,0.0,-0.002,-0.054
0.4499999999999999,0.2249999999999963,0.0,-0.009,-0.053
0.4499999999999999,0.2999999999999964,0.0,-0.018,-0.053
0.4499999999999999,0.3749999999999964,0.0,-0.026,-0.053
0.4499999999999999,0.4499999999999964,0.0,-0.034,-0.053
0.4499999999999999,0.5249999999999964,0.0,-0.042,-0.051
0.4499999999999999,0.5999999999999963,0.0,-0.051,-0.051
0.4499999999999999,0.6749999999999963,0.0,-0.058,-0.051
0.4499999999999999,0.7499999999999962,0.0,-0.067,-0.051
0.5249999999999999,-0.7500000000000038,0.0,0.099,-0.065
0.5249999999999999,-0.6750000000000038,0.0,0.091,-0.065
0.5249999999999999,-0.6000000000000039,0.0,0.082,-0.064
0.5249999999999999,-0.5250000000000039,0.0,0.074,-0.064
0.5249999999999999,-0.4500000000000039,0.0,0.066,-0.064
0.5249999999999999,-0.3750000000000039,0.0,0.057,-0.062
0.5249999999999999,-0.3000000000000039,0.0,0.05,-0.062
0.5249999999999999,-0.2250000000000038,0.0,0.041,-0.062
0.5249999999999999,-0.1500000000000038,0.0,0.033,-0.061
0.5249999999999999,-0.0750000000000038,0.0,0.025,-0.061
0.5249999999999999,-3.858025010572419e-15,0.0,0.016,-0.061
0.5249999999999999,0.0749999999999961,0.0,0.008,-0.06
0.5249999999999999,0.1499999999999961,0.0,-0.001,-0.06
0.5249999999999999,0.2249999999999961,0.0,-0.008,-0.06
0.5249999999999999,0.2999999999999961,0.0,-0.017,-0.06
0.5249999999999999,0.3749999999999961,0.0,-0.024,-0.06
0.5249999999999999,0.4499999999999962,0.0,-0.033,-0.059
0.5249999999999999,0.5249999999999961,0.0,-0.041,-0.059
0.5249999999999999,0.5999999999999961,0.0,-0.049,-0.059
0.5249999999999999,0.674999999999996,0.0,-0.057,-0.057
0.5249999999999999,0.749999999999996,0.0,-0.065,-0.057
0.5999999999999999,-0.750000000000004,0.0,0.1,-0.072
0.5999999999999999,-0.675000000000004,0.0,0.092,-0.071
0.5999999999999999,-0.6000000000000041,0.0,0.084,-0.071
0.5999999999999999,-0.5250000000000041,0.0,0.075,-0.071
0.5999999999999999,-0.4500000000000041,0.0,0.067,-0.07
0.5999999999999999,-0.3750000000000041,0.0,0.059,-0.07
0.5999999999999999,-0.3000000000000041,0.0,0.051,-0.07
0.5999999999999999,-0.225000000000004,0.0,0.043,-0.069
0.5999999999999999,-0.150000000000004,0.0,0.035,-0.069
0.5999999999999999,-0.075000000000004,0.0,0.026,-0.069
0.5999999999999999,-4.08006961549745e-15,0.0,0.018,-0.069
0.5999999999999999,0.0749999999999959,0.0,0.009,-0.067
0.5999999999999999,0.1499999999999959,0.0,-0.0,-0.067
0.5999999999999999,0.2249999999999959,0.0,-0.007,-0.067
0.5999999999999999,0.2999999999999959,0.0,-0.016,-0.067
0.5999999999999999,0.3749999999999959,0.0,-0.023,-0.066
0.5999999999999999,0.4499999999999959,0.0,-0.031,-0.066
0.5999999999999999,0.5249999999999959,0.0,-0.039,-0.066
0.5999999999999999,0.5999999999999959,0.0,-0.047,-0.066
0.5999999999999999,0.6749999999999958,0.0,-0.055,-0.065
0.5999999999999999,0.7499999999999958,0.0,-0.063,-0.065
0.6749999999999998,-0.7500000000000042,0.0,0.102,-0.08
0.6749999999999998,-0.6750000000000043,0.0,0.094,-0.08
0.6749999999999998,-0.6000000000000043,0.0,0.086,-0.079
0.6749999999999998,-0.5250000000000044,0.0,0.077,-0.079
0.6749999999999998,-0.4500000000000043,0.0,0.069,-0.079
0.6749999999999998,-0.3750000000000043,0.0,0.061,-0.077
0.6749999999999998,-0.3000000000000043,0.0,0.053,-0.077
0.6749999999999998,-0.2250000000000043,0.0,0.045,-0.077
0.6749999999999998,-0.1500000000000043,0.0,0.036,-0.076
0.6749999999999998,-0.0750000000000043,0.0,0.029,-0.076
0.6749999999999998,-4.3021142204224816e-15,0.0,0.02,-0.076
0.6749999999999998,0.0749999999999957,0.0,0.013,-0.075
0.6749999999999998,0.1499999999999957,0.0,0.003,-0.075
0.6749999999999998,0.2249999999999957,0.0,-0.004,-0.075
0.6749999999999998,0.2999999999999957,0.0,-0.013,-0.075
0.6749999999999998,0.3749999999999957,0.0,-0.021,-0.075
0.6749999999999998,0.4499999999999957,0.0,-0.029,-0.074
0.6749999999999998,0.5249999999999957,0.0,-0.037,-0.074
0.6749999999999998,0.5999999999999956,0.0,-0.046,-0.074
0.6749999999999998,0.6749999999999956,0.0,-0.053,-0.072
0.6749999999999998,0.7499999999999956,0.0,-0.062,-0.072
0.7499999999999998,-0.7500000000000044,0.0,0.105,-0.087
0.7499999999999998,-0.6750000000000045,0.0,0.097,-0.087
0.7499999999999998,-0.6000000000000045,0.0,0.089,-0.086
0.7499999999999998,-0.5250000000000046,0.0,0.081,-0.086
0.7499999999999998,-0.4500000000000045,0.0,0.072,-0.086
0.7499999999999998,-0.3750000000000045,0.0,0.065,-0.085
0.7499999999999998,-0.3000000000000045,0.0,0.056,-0.085
0.7499999999999998,-0.2250000000000045,0.0,0.048,-0.085
0.7499999999999998,-0.1500000000000045,0.0,0.04,-0.085
0.7499999999999998,-0.0750000000000045,0.0,0.031,-0.084
0.7499999999999998,-4.524158825347513e-15,0.0,0.024,-0.084
0.7499999999999998,0.0749999999999954,0.0,0.015,-0.084
0.7499999999999998,0.1499999999999954,0.0,0.007,-0.082
0.7499999999999998,0.2249999999999954,0.0,-0.002,-0.082
0.7499999999999998,0.2999999999999955,0.0,-0.009,-0.082
0.7499999999999998,0.3749999999999955,0.0,-0.018,-0.082
0.7499999999999998,0.4499999999999955,0.0,-0.026,-0.081
0.7499999999999998,0.5249999999999955,0.0,-0.034,-0.081
0.7499999999999998,0.5999999999999954,0.0,-0.042,-0.081
0.7499999999999998,0.6749999999999954,0.0,-0.051,-0.08
0.7499999999999998,0.7499999999999953,0.0,-0.058,-0.08
